Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
cold-brew-coffee-1,,,,,,,,,Coarse,,,2 LB,,,,,TVARCOLD BREW COFFEE-CO-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,36.00,
cold-brew-coffee-1,,,,,,,,,Coarse,,,5 LB,,,,,TVARCOLD BREW COFFEE-CO-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,69.00,
cold-brew-coffee-1,,,,,,,,,Coarse,,,12 LB,,,,,TVARCOLD BREW COFFEE-CO-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,140.00,
cold-brew-coffee-1,,,,,,,,,Espresso,,,12oz,,,,,TVARCOLD BREW COFFEE-ES-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,15.95,
cold-brew-coffee-1,,,,,,,,,Espresso,,,1 LB,,,,,TVARCOLD BREW COFFEE-ES-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,20.50,
cold-brew-coffee-1,,,,,,,,,Espresso,,,2 LB,,,,,TVARCOLD BREW COFFEE-ES-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,36.00,
cold-brew-coffee-1,,,,,,,,,Espresso,,,5 LB,,,,,TVARCOLD BREW COFFEE-ES-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,69.00,
cold-brew-coffee-1,,,,,,,,,Espresso,,,12 LB,,,,,TVARCOLD BREW COFFEE-ES-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,140.00,
cold-brew-coffee-1,,,,,,,,,Standard,,,12oz,,,,,TVARCOLD BREW COFFEE-ST-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,15.95,
cold-brew-coffee-1,,,,,,,,,Standard,,,1 LB,,,,,TVARCOLD BREW COFFEE-ST-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,20.50,
cold-brew-coffee-1,,,,,,,,,Standard,,,2 LB,,,,,TVARCOLD BREW COFFEE-ST-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,36.00,
cold-brew-coffee-1,,,,,,,,,Standard,,,5 LB,,,,,TVARCOLD BREW COFFEE-ST-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,69.00,
cold-brew-coffee-1,,,,,,,,,Standard,,,12 LB,,,,,TVARCOLD BREW COFFEE-ST-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,140.00,
cold-brew-coffee-1,,,,,,,,,Whole Bean,,,12oz,,,,,TVARCOLD BREW COFFEE-WH-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,15.95,
cold-brew-coffee-1,,,,,,,,,Whole Bean,,,1 LB,,,,,TVARCOLD BREW COFFEE-WH-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,20.50,
cold-brew-coffee-1,,,,,,,,,Whole Bean,,,2 LB,,,,,TVARCOLD BREW COFFEE-WH-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,36.00,
cold-brew-coffee-1,,,,,,,,,Whole Bean,,,5 LB,,,,,TVARCOLD BREW COFFEE-WH-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,69.00,
cold-brew-coffee-1,,,,,,,,,Whole Bean,,,12 LB,,,,,TVARCOLD BREW COFFEE-WH-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,140.00,
whiskey-barrel-aged,Whiskey Barrel Aged,Single origin Guat. aged 30 days in a Bourbon barrel and then roasted to order,Mangy Dog Coffee,,"",blend,true,Grind,Coarse,,Size,12oz,,,,,TVARWHISKEY BARREL AGED-CO-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0687/4116/9339/files/label2_on_bag_a1ff5ebf-7088-4ccc-8380-ce812067e6a1.jpg?v=1762966284,1,"",false,,,,oz,,16.50,active
whiskey-barrel-aged,,,,,,,,,Coarse,,,1 LB,,,,,TVARWHISKEY BARREL AGED-CO-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.45,
whiskey-barrel-aged,,,,,,,,,Coarse,,,2 LB,,,,,TVARWHISKEY BARREL AGED-CO-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.50,
whiskey-barrel-aged,,,,,,,,,Coarse,,,5 LB,,,,,TVARWHISKEY BARREL AGED-CO-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,72.00,
whiskey-barrel-aged,,,,,,,,,Coarse,,,12 LB,,,,,TVARWHISKEY BARREL AGED-CO-NA-12LB,7257.47792,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,155.00,
whiskey-barrel-aged,,,,,,,,,Espresso,,,12oz,,,,,TVARWHISKEY BARREL AGED-ES-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.50,
whiskey-barrel-aged,,,,,,,,,Espresso,,,1 LB,,,,,TVARWHISKEY BARREL AGED-ES-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.45,
whiskey-barrel-aged,,,,,,,,,Espresso,,,2 LB,,,,,TVARWHISKEY BARREL AGED-ES-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.50,
whiskey-barrel-aged,,,,,,,,,Espresso,,,5 LB,,,,,TVARWHISKEY BARREL AGED-ES-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,72.00,
whiskey-barrel-aged,,,,,,,,,Espresso,,,12 LB,,,,,TVARWHISKEY BARREL AGED-ES-NA-12LB,7257.47792,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,155.00,
whiskey-barrel-aged,,,,,,,,,Standard,,,12oz,,,,,TVARWHISKEY BARREL AGED-ST-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.50,
whiskey-barrel-aged,,,,,,,,,Standard,,,1 LB,,,,,TVARWHISKEY BARREL AGED-ST-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.45,
whiskey-barrel-aged,,,,,,,,,Standard,,,2 LB,,,,,TVARWHISKEY BARREL AGED-ST-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.50,
whiskey-barrel-aged,,,,,,,,,Standard,,,5 LB,,,,,TVARWHISKEY BARREL AGED-ST-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,72.00,
whiskey-barrel-aged,,,,,,,,,Standard,,,12 LB,,,,,TVARWHISKEY BARREL AGED-ST-NA-12LB,7257.47792,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,155.00,
whiskey-barrel-aged,,,,,,,,,Whole Bean,,,12oz,,,,,TVARWHISKEY BARREL AGED-WH-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.50,
whiskey-barrel-aged,,,,,,,,,Whole Bean,,,1 LB,,,,,TVARWHISKEY BARREL AGED-WH-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.45,
whiskey-barrel-aged,,,,,,,,,Whole Bean,,,2 LB,,,,,TVARWHISKEY BARREL AGED-WH-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.50,
whiskey-barrel-aged,,,,,,,,,Whole Bean,,,5 LB,,,,,TVARWHISKEY BARREL AGED-WH-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,72.00,
whiskey-barrel-aged,,,,,,,,,Whole Bean,,,12 LB,,,,,TVARWHISKEY BARREL AGED-WH-NA-12LB,7257.47792,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,155.00,
max-caf-blend,Max Caf Blend,High caffeine blend of coffee. Tanzania and India Robusta,Mangy Dog Coffee,,"",blend,true,Grind,Coarse,,Size,12oz,,,,,TVARMAX CAF BLEND-CO-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0687/4116/9339/files/label2_on_bag_fd439a8f-491e-4ab7-ab2a-22396c67437f.jpg?v=1762966291,1,"",false,,,,oz,,15.95,active
max-caf-blend,,,,,,,,,Coarse,,,1 LB,,,,,TVARMAX CAF BLEND-CO-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,20.50,
max-caf-blend,,,,,,,,,Coarse,,,2 LB,,,,,TVARMAX CAF BLEND-CO-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,36.00,
max-caf-blend,,,,,,,,,Coarse,,,5 LB,,,,,TVARMAX CAF BLEND-CO-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,69.00,
max-caf-blend,,,,,,,,,Coarse,,,12 LB,,,,,TVARMAX CAF BLEND-CO-NA-12LB,7257.47792,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,140.00,
max-caf-blend,,,,,,,,,Espresso,,,12oz,,,,,TVARMAX CAF BLEND-ES-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,15.95,
max-caf-blend,,,,,,,,,Espresso,,,1 LB,,,,,TVARMAX CAF BLEND-ES-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,20.50,
max-caf-blend,,,,,,,,,Espresso,,,2 LB,,,,,TVARMAX CAF BLEND-ES-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,36.00,
max-caf-blend,,,,,,,,,Espresso,,,5 LB,,,,,TVARMAX CAF BLEND-ES-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,69.00,
max-caf-blend,,,,,,,,,Espresso,,,12 LB,,,,,TVARMAX CAF BLEND-ES-NA-12LB,7257.47792,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,140.00,
max-caf-blend,,,,,,,,,Standard,,,12oz,,,,,TVARMAX CAF BLEND-ST-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,15.95,
max-caf-blend,,,,,,,,,Standard,,,1 LB,,,,,TVARMAX CAF BLEND-ST-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,20.50,
max-caf-blend,,,,,,,,,Standard,,,2 LB,,,,,TVARMAX CAF BLEND-ST-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,36.00,
max-caf-blend,,,,,,,,,Standard,,,5 LB,,,,,TVARMAX CAF BLEND-ST-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,69.00,
max-caf-blend,,,,,,,,,Standard,,,12 LB,,,,,TVARMAX CAF BLEND-ST-NA-12LB,7257.47792,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,140.00,
max-caf-blend,,,,,,,,,Whole Bean,,,12oz,,,,,TVARMAX CAF BLEND-WH-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,15.95,
max-caf-blend,,,,,,,,,Whole Bean,,,1 LB,,,,,TVARMAX CAF BLEND-WH-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,20.50,
max-caf-blend,,,,,,,,,Whole Bean,,,2 LB,,,,,TVARMAX CAF BLEND-WH-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,36.00,
max-caf-blend,,,,,,,,,Whole Bean,,,5 LB,,,,,TVARMAX CAF BLEND-WH-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,69.00,
max-caf-blend,,,,,,,,,Whole Bean,,,12 LB,,,,,TVARMAX CAF BLEND-WH-NA-12LB,7257.47792,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,140.00,
kopi-safari,Kopi Safari,"Post roast blend. lively and grounding,a perfect harmony of brightness and depth.",Mangy Dog Coffee,,"",blend,true,Grind,Coarse,,Size,12oz,,,,,TVARKOPI SAFARI-CO-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0687/4116/9339/files/label2_on_bag_9c2a1c35-e698-4781-9e36-a459e234cb2a.jpg?v=1762966298,1,"",false,,,,oz,,15.95,active
kopi-safari,,,,,,,,,Coarse,,,1 LB,,,,,TVARKOPI SAFARI-CO-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,20.50,
kopi-safari,,,,,,,,,Coarse,,,2 LB,,,,,TVARKOPI SAFARI-CO-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,36.00,
kopi-safari,,,,,,,,,Coarse,,,5 LB,,,,,TVARKOPI SAFARI-CO-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,69.00,
kopi-safari,,,,,,,,,Espresso,,,12oz,,,,,TVARKOPI SAFARI-ES-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,15.95,
kopi-safari,,,,,,,,,Espresso,,,1 LB,,,,,TVARKOPI SAFARI-ES-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,20.50,
kopi-safari,,,,,,,,,Espresso,,,2 LB,,,,,TVARKOPI SAFARI-ES-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,36.00,
kopi-safari,,,,,,,,,Espresso,,,5 LB,,,,,TVARKOPI SAFARI-ES-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,69.00,
kopi-safari,,,,,,,,,Standard,,,12oz,,,,,TVARKOPI SAFARI-ST-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,15.95,
kopi-safari,,,,,,,,,Standard,,,1 LB,,,,,TVARKOPI SAFARI-ST-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,20.50,
kopi-safari,,,,,,,,,Standard,,,2 LB,,,,,TVARKOPI SAFARI-ST-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,36.00,
kopi-safari,,,,,,,,,Standard,,,5 LB,,,,,TVARKOPI SAFARI-ST-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,69.00,
kopi-safari,,,,,,,,,Whole Bean,,,12oz,,,,,TVARKOPI SAFARI-WH-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,15.95,
kopi-safari,,,,,,,,,Whole Bean,,,1 LB,,,,,TVARKOPI SAFARI-WH-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,20.50,
kopi-safari,,,,,,,,,Whole Bean,,,2 LB,,,,,TVARKOPI SAFARI-WH-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,36.00,
kopi-safari,,,,,,,,,Whole Bean,,,5 LB,,,,,TVARKOPI SAFARI-WH-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,69.00,
instant-coffee,Instant Coffee,30 servings of instant coffee in a resealable pouch.,Mangy Dog Coffee,,"",blend,true,Grind,Standard,,Size,3oz,,,,,TVARINSTANT COFFEE-ST-NA-3OZ,141.747615625,dripshipper,deny,dripshipper,20.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0687/4116/9339/files/label2_on_bag_d2eb572f-945f-4565-8856-2e57c3f38f3c.jpg?v=1762966307,1,"",false,,,,oz,,16.00,active
coffee-with-mushrooms-dark-roast,Coffee with Mushrooms Dark Roast,"Specialty‑grade coffee infused with Lion’s Mane, Cordyceps, and Reishi mushrooms.",Mangy Dog Coffee,,"",blend,true,Grind,Standard,,Size,8oz,,,,,TVARCOFFEE WITH MUSHROOMS DARK ROAST-ST-NA-8OZ,2721.55422,dripshipper,deny,dripshipper,20.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0687/4116/9339/files/label2_on_bag_1d261d11-292e-42d8-a206-34f36c96b6f7.jpg?v=1762966316,1,"",false,,,,oz,,16.00,active
coffee-with-mushrooms-medium-roast,Coffee with Mushrooms Medium Roast,"Specialty‑grade coffee infused with Lion’s Mane, Cordyceps, and Reishi mushrooms.",Mangy Dog Coffee,,"",blend,true,Grind,Standard,,Size,8oz,,,,,TVARCOFFEE WITH MUSHROOMS MEDIUM ROAST-ST-NA-8OZ,2721.55422,dripshipper,deny,dripshipper,20.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0687/4116/9339/files/label2_on_bag_e2097472-e094-4b51-9ac9-d1e7d29d49f5.jpg?v=1762966327,1,"",false,,,,oz,,16.00,active
bali-blue,Bali Blue,"<p><strong>Roast</strong>: Med-dark</p>
            <p><strong>Tasting Profile</strong>: Dark chocolate, molasses, brown sugar</p>
            <p><strong>Grower</strong>: Smallholder farmers from Kintamani</p>
            <p><strong>Variety</strong>: Bourbon, Typica, Catimor</p>
            <p><strong>Region</strong>: Kintamani, Bali, Indonesia</p>
            <p><strong>Altitude</strong>: 1200-1600 M</p>
            <p><strong>Soil Type</strong>: Volcanic Loam</p>
            <p><strong>Process</strong>: Hand picked, wet-hulled and dried on raised beds.</p>",Mangy Dog Coffee,,"",single origin,true,Grind,Coarse,,Size,12oz,,,,,TVARBALI BLUE-CO-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0687/4116/9339/files/label2_on_bag_40c5908d-566b-4f3e-b8c9-f6a07a73025f.jpg?v=1762966335,1,"",false,,,,oz,,16.50,active
bali-blue,,,,,,,,,Coarse,,,1 LB,,,,,TVARBALI BLUE-CO-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.81,
bali-blue,,,,,,,,,Coarse,,,2 LB,,,,,TVARBALI BLUE-CO-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,38.17,
bali-blue,,,,,,,,,Coarse,,,5 LB,,,,,TVARBALI BLUE-CO-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,73.08,
bali-blue,,,,,,,,,Coarse,,,12 LB,,,,,TVARBALI BLUE-CO-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,145.87,
bali-blue,,,,,,,,,Espresso,,,12oz,,,,,TVARBALI BLUE-ES-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.50,
bali-blue,,,,,,,,,Espresso,,,1 LB,,,,,TVARBALI BLUE-ES-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.81,
bali-blue,,,,,,,,,Espresso,,,2 LB,,,,,TVARBALI BLUE-ES-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,38.17,
bali-blue,,,,,,,,,Espresso,,,5 LB,,,,,TVARBALI BLUE-ES-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,73.08,
bali-blue,,,,,,,,,Espresso,,,12 LB,,,,,TVARBALI BLUE-ES-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,145.87,
bali-blue,,,,,,,,,Standard,,,12oz,,,,,TVARBALI BLUE-ST-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.50,
bali-blue,,,,,,,,,Standard,,,1 LB,,,,,TVARBALI BLUE-ST-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.81,
bali-blue,,,,,,,,,Standard,,,2 LB,,,,,TVARBALI BLUE-ST-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,38.17,
bali-blue,,,,,,,,,Standard,,,5 LB,,,,,TVARBALI BLUE-ST-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,73.08,
bali-blue,,,,,,,,,Standard,,,12 LB,,,,,TVARBALI BLUE-ST-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,145.87,
bali-blue,,,,,,,,,Whole Bean,,,12oz,,,,,TVARBALI BLUE-WH-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.50,
bali-blue,,,,,,,,,Whole Bean,,,1 LB,,,,,TVARBALI BLUE-WH-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.81,
bali-blue,,,,,,,,,Whole Bean,,,2 LB,,,,,TVARBALI BLUE-WH-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,38.17,
bali-blue,,,,,,,,,Whole Bean,,,5 LB,,,,,TVARBALI BLUE-WH-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,73.08,
bali-blue,,,,,,,,,Whole Bean,,,12 LB,,,,,TVARBALI BLUE-WH-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,145.87,
brazil-santos,Brazil Santos,"<p><strong>Roast</strong>: Medium</p>
            <p><strong>Tasting Profile</strong>: Elegant, smooth cup with cocoa notes.</p>
            <p><strong>Grower</strong>: Fazenda Santa Barbara, Sao Francisco, Santo Antonio</p>
            <p><strong>Variety</strong>: Catuai and Mundo Novo</p>
            <p><strong>Region</strong>: Parana and Sao Paulo Brazil</p>
            <p><strong>Altitude</strong>: 750-1050 M</p>
            <p><strong>Soil Type</strong>: Volcanic Loam</p>
            <p><strong>Process</strong>: Pulped natural and dried in the Sun</p>",Mangy Dog Coffee,,"",single origin,true,Grind,Coarse,,Size,12oz,,,,,TVARBRAZIL SANTOS-CO-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0687/4116/9339/files/label2_on_bag_483d5708-c42e-43ff-b236-7ce40a262519.jpg?v=1762966363,1,"",false,,,,oz,,16.50,active
brazil-santos,,,,,,,,,Coarse,,,1 LB,,,,,TVARBRAZIL SANTOS-CO-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.81,
brazil-santos,,,,,,,,,Coarse,,,2 LB,,,,,TVARBRAZIL SANTOS-CO-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,38.17,
brazil-santos,,,,,,,,,Coarse,,,5 LB,,,,,TVARBRAZIL SANTOS-CO-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,73.08,
brazil-santos,,,,,,,,,Coarse,,,12 LB,,,,,TVARBRAZIL SANTOS-CO-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
brazil-santos,,,,,,,,,Espresso,,,12oz,,,,,TVARBRAZIL SANTOS-ES-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.50,
brazil-santos,,,,,,,,,Espresso,,,1 LB,,,,,TVARBRAZIL SANTOS-ES-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.81,
brazil-santos,,,,,,,,,Espresso,,,2 LB,,,,,TVARBRAZIL SANTOS-ES-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,38.17,
brazil-santos,,,,,,,,,Espresso,,,5 LB,,,,,TVARBRAZIL SANTOS-ES-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,73.08,
brazil-santos,,,,,,,,,Espresso,,,12 LB,,,,,TVARBRAZIL SANTOS-ES-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
brazil-santos,,,,,,,,,Standard,,,12oz,,,,,TVARBRAZIL SANTOS-ST-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.50,
brazil-santos,,,,,,,,,Standard,,,1 LB,,,,,TVARBRAZIL SANTOS-ST-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.81,
brazil-santos,,,,,,,,,Standard,,,2 LB,,,,,TVARBRAZIL SANTOS-ST-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,38.17,
brazil-santos,,,,,,,,,Standard,,,5 LB,,,,,TVARBRAZIL SANTOS-ST-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,73.08,
