Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
brazil-santos,,,,,,,,,Standard,,,12 LB,,,,,TVARBRAZIL SANTOS-ST-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
brazil-santos,,,,,,,,,Whole Bean,,,12oz,,,,,TVARBRAZIL SANTOS-WH-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.50,
brazil-santos,,,,,,,,,Whole Bean,,,1 LB,,,,,TVARBRAZIL SANTOS-WH-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.81,
brazil-santos,,,,,,,,,Whole Bean,,,2 LB,,,,,TVARBRAZIL SANTOS-WH-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,38.17,
brazil-santos,,,,,,,,,Whole Bean,,,5 LB,,,,,TVARBRAZIL SANTOS-WH-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,73.08,
brazil-santos,,,,,,,,,Whole Bean,,,12 LB,,,,,TVARBRAZIL SANTOS-WH-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
colombia,Colombia,"<p><strong>Roast</strong>: Medium</p>
            <p><strong>Tasting Profile</strong>: Dried orange, berry, chocolate</p>
            <p><strong>Grower</strong>: Smallholder farmers from Medellin</p>
            <p><strong>Variety</strong>: Castillo, Caturra, Colombia, &amp; Typica</p>
            <p><strong>Region</strong>: Medellin, Antioquia, Colombia</p>
            <p><strong>Altitude</strong>: 1300-1500 M</p>
            <p><strong>Soil Type</strong>: Volcanic Loam</p>
            <p><strong>Process</strong>: Fully washed and dried in solar dryers to protect the coffee from rain.</p>",Mangy Dog Coffee,,"",single origin,true,Grind,Coarse,,Size,12oz,,,,,TVARCOLOMBIA-CO-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0687/4116/9339/files/label2_on_bag_0c9f3ffc-2b4c-4c77-871f-00af5ae4f2bc.jpg?v=1762966372,1,"",false,,,,oz,,16.25,active
colombia,,,,,,,,,Coarse,,,1 LB,,,,,TVARCOLOMBIA-CO-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.00,
colombia,,,,,,,,,Coarse,,,2 LB,,,,,TVARCOLOMBIA-CO-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.00,
colombia,,,,,,,,,Coarse,,,5 LB,,,,,TVARCOLOMBIA-CO-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,71.00,
colombia,,,,,,,,,Coarse,,,12 LB,,,,,TVARCOLOMBIA-CO-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
colombia,,,,,,,,,Espresso,,,12oz,,,,,TVARCOLOMBIA-ES-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.25,
colombia,,,,,,,,,Espresso,,,1 LB,,,,,TVARCOLOMBIA-ES-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.00,
colombia,,,,,,,,,Espresso,,,2 LB,,,,,TVARCOLOMBIA-ES-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.00,
colombia,,,,,,,,,Espresso,,,5 LB,,,,,TVARCOLOMBIA-ES-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,71.00,
colombia,,,,,,,,,Espresso,,,12 LB,,,,,TVARCOLOMBIA-ES-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
colombia,,,,,,,,,Standard,,,12oz,,,,,TVARCOLOMBIA-ST-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.25,
colombia,,,,,,,,,Standard,,,1 LB,,,,,TVARCOLOMBIA-ST-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.00,
colombia,,,,,,,,,Standard,,,2 LB,,,,,TVARCOLOMBIA-ST-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.00,
colombia,,,,,,,,,Standard,,,5 LB,,,,,TVARCOLOMBIA-ST-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,71.00,
colombia,,,,,,,,,Standard,,,12 LB,,,,,TVARCOLOMBIA-ST-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
colombia,,,,,,,,,Whole Bean,,,12oz,,,,,TVARCOLOMBIA-WH-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.25,
colombia,,,,,,,,,Whole Bean,,,1 LB,,,,,TVARCOLOMBIA-WH-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.00,
colombia,,,,,,,,,Whole Bean,,,2 LB,,,,,TVARCOLOMBIA-WH-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.00,
colombia,,,,,,,,,Whole Bean,,,5 LB,,,,,TVARCOLOMBIA-WH-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,71.00,
colombia,,,,,,,,,Whole Bean,,,12 LB,,,,,TVARCOLOMBIA-WH-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
costa-rica,Costa Rica,"<p><strong>Roast</strong>: Medium</p>
            <p><strong>Tasting Profile</strong>: Sweet apple, raisin, honey</p>
            <p><strong>Grower</strong>: Micro farms in Alajuela</p>
            <p><strong>Variety</strong>: Caturra &amp; Catuai</p>
            <p><strong>Region</strong>: Alajuela, Costa Rica</p>
            <p><strong>Altitude</strong>: 1300-1445 M</p>
            <p><strong>Soil Type</strong>: Volcanic Loam</p>
            <p><strong>Process</strong>: Eco-pulped and dried in the sun.</p>",Mangy Dog Coffee,,"",single origin,true,Grind,Coarse,,Size,12oz,,,,,TVARCOSTA RICA-CO-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0687/4116/9339/files/label2_on_bag_fb4d822b-d427-4f8e-8755-5c74bd7ab45b.jpg?v=1762966377,1,"",false,,,,oz,,16.25,active
costa-rica,,,,,,,,,Coarse,,,1 LB,,,,,TVARCOSTA RICA-CO-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.00,
costa-rica,,,,,,,,,Coarse,,,2 LB,,,,,TVARCOSTA RICA-CO-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.00,
costa-rica,,,,,,,,,Coarse,,,5 LB,,,,,TVARCOSTA RICA-CO-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,71.00,
costa-rica,,,,,,,,,Coarse,,,12 LB,,,,,TVARCOSTA RICA-CO-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
costa-rica,,,,,,,,,Espresso,,,12oz,,,,,TVARCOSTA RICA-ES-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.25,
costa-rica,,,,,,,,,Espresso,,,1 LB,,,,,TVARCOSTA RICA-ES-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.00,
costa-rica,,,,,,,,,Espresso,,,2 LB,,,,,TVARCOSTA RICA-ES-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.00,
costa-rica,,,,,,,,,Espresso,,,5 LB,,,,,TVARCOSTA RICA-ES-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,71.00,
costa-rica,,,,,,,,,Espresso,,,12 LB,,,,,TVARCOSTA RICA-ES-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
costa-rica,,,,,,,,,Standard,,,12oz,,,,,TVARCOSTA RICA-ST-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.25,
costa-rica,,,,,,,,,Standard,,,1 LB,,,,,TVARCOSTA RICA-ST-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.00,
costa-rica,,,,,,,,,Standard,,,2 LB,,,,,TVARCOSTA RICA-ST-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.00,
costa-rica,,,,,,,,,Standard,,,5 LB,,,,,TVARCOSTA RICA-ST-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,71.00,
costa-rica,,,,,,,,,Standard,,,12 LB,,,,,TVARCOSTA RICA-ST-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
costa-rica,,,,,,,,,Whole Bean,,,12oz,,,,,TVARCOSTA RICA-WH-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.25,
costa-rica,,,,,,,,,Whole Bean,,,1 LB,,,,,TVARCOSTA RICA-WH-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.00,
costa-rica,,,,,,,,,Whole Bean,,,2 LB,,,,,TVARCOSTA RICA-WH-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.00,
costa-rica,,,,,,,,,Whole Bean,,,5 LB,,,,,TVARCOSTA RICA-WH-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,71.00,
costa-rica,,,,,,,,,Whole Bean,,,12 LB,,,,,TVARCOSTA RICA-WH-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
ethiopia-natural,Ethiopia Natural,"<p><strong>Roast</strong>: Med-light</p>
            <p><strong>Tasting Profile</strong>: Milk chocolate, fruity, caramel</p>
            <p><strong>Grower</strong>: Smallholder farmers from thee Sidama zone.</p>
            <p><strong>Variety</strong>: Indigenous Heirloom Cultivars</p>
            <p><strong>Region</strong>: Sidama Zone, Ethiopia</p>
            <p><strong>Altitude</strong>: 1700-1900 M</p>
            <p><strong>Soil Type</strong>: Nitisols</p>
            <p><strong>Process</strong>: Full natural, sorted by hand.  Dried on raised beds.</p>",Mangy Dog Coffee,,"",single origin,true,Grind,Coarse,,Size,12oz,,,,,TVARETHIOPIA NATURAL-CO-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0687/4116/9339/files/label2_on_bag_4c7f1281-cbb7-464a-bfe1-5088c9a71425.jpg?v=1762966383,1,"",false,,,,oz,,16.25,active
ethiopia-natural,,,,,,,,,Coarse,,,1 LB,,,,,TVARETHIOPIA NATURAL-CO-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.00,
ethiopia-natural,,,,,,,,,Coarse,,,2 LB,,,,,TVARETHIOPIA NATURAL-CO-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.00,
ethiopia-natural,,,,,,,,,Coarse,,,5 LB,,,,,TVARETHIOPIA NATURAL-CO-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,71.00,
ethiopia-natural,,,,,,,,,Coarse,,,12 LB,,,,,TVARETHIOPIA NATURAL-CO-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
ethiopia-natural,,,,,,,,,Espresso,,,12oz,,,,,TVARETHIOPIA NATURAL-ES-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.25,
ethiopia-natural,,,,,,,,,Espresso,,,1 LB,,,,,TVARETHIOPIA NATURAL-ES-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.00,
ethiopia-natural,,,,,,,,,Espresso,,,2 LB,,,,,TVARETHIOPIA NATURAL-ES-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.00,
ethiopia-natural,,,,,,,,,Espresso,,,5 LB,,,,,TVARETHIOPIA NATURAL-ES-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,71.00,
ethiopia-natural,,,,,,,,,Espresso,,,12 LB,,,,,TVARETHIOPIA NATURAL-ES-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
ethiopia-natural,,,,,,,,,Standard,,,12oz,,,,,TVARETHIOPIA NATURAL-ST-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.25,
ethiopia-natural,,,,,,,,,Standard,,,1 LB,,,,,TVARETHIOPIA NATURAL-ST-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.00,
ethiopia-natural,,,,,,,,,Standard,,,2 LB,,,,,TVARETHIOPIA NATURAL-ST-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.00,
ethiopia-natural,,,,,,,,,Standard,,,5 LB,,,,,TVARETHIOPIA NATURAL-ST-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,71.00,
ethiopia-natural,,,,,,,,,Standard,,,12 LB,,,,,TVARETHIOPIA NATURAL-ST-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
ethiopia-natural,,,,,,,,,Whole Bean,,,12oz,,,,,TVARETHIOPIA NATURAL-WH-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.25,
ethiopia-natural,,,,,,,,,Whole Bean,,,1 LB,,,,,TVARETHIOPIA NATURAL-WH-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.00,
ethiopia-natural,,,,,,,,,Whole Bean,,,2 LB,,,,,TVARETHIOPIA NATURAL-WH-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.00,
ethiopia-natural,,,,,,,,,Whole Bean,,,5 LB,,,,,TVARETHIOPIA NATURAL-WH-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,71.00,
ethiopia-natural,,,,,,,,,Whole Bean,,,12 LB,,,,,TVARETHIOPIA NATURAL-WH-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
guatemala,Guatemala,"<p><strong>Roast</strong>: Medium</p>
            <p><strong>Tasting Profile</strong>: Dark chocolate, bright fruit, butterscotch.</p>
            <p><strong>Grower</strong>: Smallholder farmers from Antigua</p>
            <p><strong>Variety</strong>: Bourbon, Catuai, Caturra, &amp; Typica</p>
            <p><strong>Region</strong>: Antigua Guatemala</p>
            <p><strong>Altitude</strong>: 1200-1616 M</p>
            <p><strong>Soil Type</strong>: Volcanic Loam</p>
            <p><strong>Process</strong>: Fully washed and sun dried.</p>",Mangy Dog Coffee,,"",single origin,true,Grind,Coarse,,Size,12oz,,,,,TVARGUATEMALA-CO-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0687/4116/9339/files/label2_on_bag_6c1d38db-05c9-471b-9d5e-94ac057f1e39.jpg?v=1762966389,1,"",false,,,,oz,,16.25,active
guatemala,,,,,,,,,Coarse,,,1 LB,,,,,TVARGUATEMALA-CO-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.00,
guatemala,,,,,,,,,Coarse,,,2 LB,,,,,TVARGUATEMALA-CO-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.00,
guatemala,,,,,,,,,Coarse,,,5 LB,,,,,TVARGUATEMALA-CO-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,71.00,
guatemala,,,,,,,,,Coarse,,,12 LB,,,,,TVARGUATEMALA-CO-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
guatemala,,,,,,,,,Espresso,,,12oz,,,,,TVARGUATEMALA-ES-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.25,
guatemala,,,,,,,,,Espresso,,,1 LB,,,,,TVARGUATEMALA-ES-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.00,
guatemala,,,,,,,,,Espresso,,,2 LB,,,,,TVARGUATEMALA-ES-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.00,
guatemala,,,,,,,,,Espresso,,,5 LB,,,,,TVARGUATEMALA-ES-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,71.00,
guatemala,,,,,,,,,Espresso,,,12 LB,,,,,TVARGUATEMALA-ES-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
guatemala,,,,,,,,,Standard,,,12oz,,,,,TVARGUATEMALA-ST-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.25,
guatemala,,,,,,,,,Standard,,,1 LB,,,,,TVARGUATEMALA-ST-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.00,
guatemala,,,,,,,,,Standard,,,2 LB,,,,,TVARGUATEMALA-ST-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.00,
guatemala,,,,,,,,,Standard,,,5 LB,,,,,TVARGUATEMALA-ST-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,71.00,
guatemala,,,,,,,,,Standard,,,12 LB,,,,,TVARGUATEMALA-ST-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
guatemala,,,,,,,,,Whole Bean,,,12oz,,,,,TVARGUATEMALA-WH-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.25,
guatemala,,,,,,,,,Whole Bean,,,1 LB,,,,,TVARGUATEMALA-WH-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.00,
guatemala,,,,,,,,,Whole Bean,,,2 LB,,,,,TVARGUATEMALA-WH-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.00,
guatemala,,,,,,,,,Whole Bean,,,5 LB,,,,,TVARGUATEMALA-WH-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,71.00,
guatemala,,,,,,,,,Whole Bean,,,12 LB,,,,,TVARGUATEMALA-WH-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
honduras,Honduras,"<p><strong>Roast</strong>: Medium-dark</p>
            <p><strong>Tasting Profile</strong>: Caramel, spice, brown sugar.</p>
            <p><strong>Grower</strong>: 1500 grower/members from Cafe Organics Marcala</p>
            <p><strong>Variety</strong>: Bourbon, Catuai, Caturra, Lempira, &amp; Typica</p>
            <p><strong>Region</strong>: Marcala, La Paz, Honduras</p>
            <p><strong>Altitude</strong>: 1300-1700 M</p>
            <p><strong>Soil Type</strong>: Clay Minerals</p>
            <p><strong>Process</strong>: Fully washed and sun dried.</p>",Mangy Dog Coffee,,"",single origin,true,Grind,Coarse,,Size,12oz,,,,,TVARHONDURAS-CO-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0687/4116/9339/files/label2_on_bag_09885778-f7e0-4ff3-bfe3-2573ecb7d200.jpg?v=1762966393,1,"",false,,,,oz,,16.25,active
honduras,,,,,,,,,Coarse,,,1 LB,,,,,TVARHONDURAS-CO-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.00,
honduras,,,,,,,,,Coarse,,,2 LB,,,,,TVARHONDURAS-CO-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.00,
honduras,,,,,,,,,Coarse,,,5 LB,,,,,TVARHONDURAS-CO-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,71.00,
honduras,,,,,,,,,Coarse,,,12 LB,,,,,TVARHONDURAS-CO-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
honduras,,,,,,,,,Espresso,,,12oz,,,,,TVARHONDURAS-ES-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.25,
honduras,,,,,,,,,Espresso,,,1 LB,,,,,TVARHONDURAS-ES-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.00,
honduras,,,,,,,,,Espresso,,,2 LB,,,,,TVARHONDURAS-ES-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.00,
honduras,,,,,,,,,Espresso,,,5 LB,,,,,TVARHONDURAS-ES-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,71.00,
honduras,,,,,,,,,Espresso,,,12 LB,,,,,TVARHONDURAS-ES-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
honduras,,,,,,,,,Standard,,,12oz,,,,,TVARHONDURAS-ST-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.25,
honduras,,,,,,,,,Standard,,,1 LB,,,,,TVARHONDURAS-ST-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.00,
honduras,,,,,,,,,Standard,,,2 LB,,,,,TVARHONDURAS-ST-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.00,
honduras,,,,,,,,,Standard,,,5 LB,,,,,TVARHONDURAS-ST-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,71.00,
honduras,,,,,,,,,Standard,,,12 LB,,,,,TVARHONDURAS-ST-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
honduras,,,,,,,,,Whole Bean,,,12oz,,,,,TVARHONDURAS-WH-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,,,,,,,,oz,,16.25,
honduras,,,,,,,,,Whole Bean,,,1 LB,,,,,TVARHONDURAS-WH-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.00,
honduras,,,,,,,,,Whole Bean,,,2 LB,,,,,TVARHONDURAS-WH-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.00,
honduras,,,,,,,,,Whole Bean,,,5 LB,,,,,TVARHONDURAS-WH-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,71.00,
honduras,,,,,,,,,Whole Bean,,,12 LB,,,,,TVARHONDURAS-WH-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
mexico,Mexico,"<p><strong>Roast</strong>: Medium</p>
            <p><strong>Tasting Profile</strong>: Chocolate, cinnamon, green apple.</p>
            <p><strong>Grower</strong>: Coffee growers from Chiapas and Oaxaca </p>
            <p><strong>Variety</strong>: Typica, Criollo, Bourbon, Mundo Novo, Caturra</p>
            <p><strong>Region</strong>: Chipias and Oaxaca, Mexico</p>
            <p><strong>Altitude</strong>: 900-1000 M</p>
            <p><strong>Soil Type</strong>: Clay Minerals</p>
            <p><strong>Process</strong>: Fully washed and sun dried.</p>",Mangy Dog Coffee,,"",single origin,true,Grind,Coarse,,Size,12oz,,,,,TVARMEXICO -CO-NA-12OZ,396.89332375,dripshipper,deny,dripshipper,19.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0687/4116/9339/files/label2_on_bag_7fec6c67-9bfb-4edc-b808-6a7d968c073b.jpg?v=1762966396,1,"",false,,,,oz,,16.25,active
mexico,,,,,,,,,Coarse,,,1 LB,,,,,TVARMEXICO -CO-NA-1LB,510.29141625,dripshipper,deny,dripshipper,28.99,,true,true,,,,,,,,,,,,,oz,,21.00,
mexico,,,,,,,,,Coarse,,,2 LB,,,,,TVARMEXICO -CO-NA-2LB,1020.5828325,dripshipper,deny,dripshipper,49.99,,true,true,,,,,,,,,,,,,oz,,37.00,
mexico,,,,,,,,,Coarse,,,5 LB,,,,,TVARMEXICO -CO-NA-5LB,2721.55422,dripshipper,deny,dripshipper,89.99,,true,true,,,,,,,,,,,,,oz,,71.00,
mexico,,,,,,,,,Coarse,,,12 LB,,,,,TVARMEXICO -CO-NA-12LB,3401.942775,dripshipper,deny,dripshipper,189.99,,true,true,,,,,,,,,,,,,oz,,144.04,
